Tree no.,X,Y,Elevation,Height,Ht to crown base,Ave radius * 2,Ave radius * 2,Rotation,Red,Green,Blue,CanopySurface
445,803141.00,9715793.00,0.0,35.81,17.90,3.57,3.57,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
446,803146.00,9716129.00,0.0,30.26,15.13,4.72,4.72,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
447,803148.00,9715767.00,0.0,37.33,18.67,5.47,5.47,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
448,803151.00,9715806.00,0.0,34.01,17.00,6.46,6.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
449,803151.00,9715953.00,0.0,36.39,18.19,5.68,5.68,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
450,803151.00,9716097.00,0.0,32.01,16.00,8.75,8.75,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
451,803152.00,9715885.00,0.0,33.21,16.60,3.89,3.89,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
452,803154.00,9716034.00,0.0,31.15,15.57,6.42,6.42,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
453,803154.00,9716147.00,0.0,31.30,15.65,5.04,5.04,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
454,803155.00,9715933.00,0.0,32.13,16.07,7.77,7.77,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
455,803160.00,9716061.00,0.0,32.59,16.29,6.10,6.10,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
456,803161.00,9715812.00,0.0,33.58,16.79,5.46,5.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
457,803161.00,9715985.00,0.0,35.13,17.56,4.84,4.84,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
458,803161.00,9716108.00,0.0,30.84,15.42,5.06,5.06,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
459,803164.00,9716030.00,0.0,31.15,15.57,4.76,4.76,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
460,803168.00,9715790.00,0.0,32.70,16.35,6.61,6.61,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
461,803170.00,9715750.00,0.0,33.08,16.54,2.60,2.60,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
462,803172.00,9715882.00,0.0,30.92,15.46,4.85,4.85,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
463,803172.00,9715971.00,0.0,31.19,15.60,4.53,4.53,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
464,803172.00,9716074.00,0.0,31.70,15.85,5.85,5.85,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
465,803175.00,9715846.00,0.0,31.40,15.70,3.78,3.78,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
466,803176.00,9716126.00,0.0,37.86,18.93,4.47,4.47,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
467,803177.00,9716031.00,0.0,31.53,15.76,5.01,5.01,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
468,803178.00,9715926.00,0.0,31.26,15.63,6.39,6.39,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
469,803178.00,9715984.00,0.0,31.95,15.98,4.54,4.54,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
470,803181.00,9715974.00,0.0,31.65,15.82,4.56,4.56,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
471,803181.00,9716043.00,0.0,30.05,15.02,5.14,5.14,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
472,803181.00,9716107.00,0.0,33.02,16.51,5.13,5.13,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
473,803183.00,9716019.00,0.0,31.29,15.65,2.69,2.69,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
474,803185.00,9715860.00,0.0,35.43,17.71,4.01,4.01,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
475,803186.00,9715895.00,0.0,30.27,15.14,3.78,3.78,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
476,803187.00,9715822.00,0.0,31.90,15.95,5.77,5.77,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
477,803189.00,9715958.00,0.0,34.33,17.16,2.95,2.95,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
478,803191.00,9715940.00,0.0,32.55,16.27,6.85,6.85,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
479,803192.00,9715833.00,0.0,31.41,15.71,3.56,3.56,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
480,803194.00,9715804.00,0.0,33.25,16.62,3.68,3.68,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
481,803194.00,9715999.00,0.0,32.68,16.34,5.04,5.04,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
482,803195.00,9716010.00,0.0,33.36,16.68,8.32,8.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
483,803197.00,9715959.00,0.0,34.26,17.13,5.68,5.68,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
484,803198.00,9715873.00,0.0,30.48,15.24,3.27,3.27,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
485,803198.00,9716103.00,0.0,34.47,17.24,5.91,5.91,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
486,803201.00,9715865.00,0.0,30.23,15.11,6.08,6.08,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
487,803201.00,9716140.00,0.0,31.49,15.74,4.10,4.10,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
488,803203.00,9715831.00,0.0,30.86,15.43,4.32,4.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
489,803206.00,9715844.00,0.0,31.46,15.73,4.29,4.29,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
490,803209.00,9716114.00,0.0,37.31,18.66,4.52,4.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
491,803210.00,9716016.00,0.0,34.01,17.01,7.15,7.15,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
492,803210.00,9716149.00,0.0,31.18,15.59,2.95,2.95,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
493,803212.00,9715895.00,0.0,37.42,18.71,7.29,7.29,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
494,803213.00,9715881.00,0.0,31.92,15.96,4.69,4.69,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
495,803214.00,9716069.00,0.0,30.29,15.14,7.91,7.91,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
496,803217.00,9716175.00,0.0,33.75,16.88,5.34,5.34,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
497,803219.00,9715961.00,0.0,31.94,15.97,3.01,3.01,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
498,803221.00,9716098.00,0.0,39.11,19.55,3.87,3.87,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
499,803224.00,9716204.00,0.0,30.91,15.45,7.91,7.91,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
500,803226.00,9715980.00,0.0,34.83,17.41,5.14,5.14,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
501,803227.00,9715969.00,0.0,32.46,16.23,4.00,4.00,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
502,803230.00,9716108.00,0.0,40.52,20.26,4.97,4.97,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
503,803230.00,9716154.00,0.0,35.00,17.50,5.32,5.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
504,803230.00,9716193.00,0.0,30.76,15.38,6.43,6.43,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
505,803231.00,9715854.00,0.0,31.08,15.54,6.98,6.98,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
506,803233.00,9716178.00,0.0,33.40,16.70,3.82,3.82,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
507,803236.00,9715900.00,0.0,41.11,20.55,3.19,3.19,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
508,803237.00,9716225.00,0.0,30.54,15.27,2.26,2.26,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
509,803238.00,9715952.00,0.0,33.03,16.52,2.27,2.27,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
510,803245.00,9716132.00,0.0,32.72,16.36,9.42,9.42,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
511,803246.00,9715862.00,0.0,30.85,15.42,8.07,8.07,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
512,803251.00,9715945.00,0.0,32.91,16.46,8.58,8.58,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
513,803252.00,9715824.00,0.0,32.13,16.06,2.12,2.12,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
514,803252.00,9716234.00,0.0,30.66,15.33,5.48,5.48,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
515,803255.00,9715866.00,0.0,30.02,15.01,6.24,6.24,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
516,803256.00,9715837.00,0.0,32.18,16.09,4.59,4.59,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
517,803256.00,9715921.00,0.0,32.29,16.14,4.46,4.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
518,803256.00,9716132.00,0.0,34.08,17.04,3.98,3.98,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
519,803259.00,9715994.00,0.0,31.86,15.93,5.83,5.83,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
520,803259.00,9716255.00,0.0,32.08,16.04,4.10,4.10,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
521,803261.00,9716247.00,0.0,32.85,16.42,3.13,3.13,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
522,803265.00,9716024.00,0.0,34.62,17.31,4.46,4.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
523,803266.00,9716124.00,0.0,30.20,15.10,5.05,5.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
524,803270.00,9715851.00,0.0,34.54,17.27,3.59,3.59,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
525,803271.00,9716164.00,0.0,31.23,15.62,2.24,2.24,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
526,803273.00,9716183.00,0.0,36.85,18.42,6.08,6.08,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
527,803274.00,9716251.00,0.0,31.66,15.83,3.98,3.98,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
528,803275.00,9716070.00,0.0,54.25,27.12,1.53,1.53,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
529,803276.00,9715945.00,0.0,31.64,15.82,8.71,8.71,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
530,803277.00,9716040.00,0.0,38.59,19.29,6.69,6.69,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
531,803278.00,9716223.00,0.0,32.23,16.11,5.82,5.82,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
532,803280.00,9716245.00,0.0,34.44,17.22,3.84,3.84,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
533,803282.00,9716161.00,0.0,33.04,16.52,6.34,6.34,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
534,803282.00,9716210.00,0.0,34.42,17.21,5.49,5.49,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
535,803283.00,9715977.00,0.0,31.52,15.76,6.47,6.47,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
536,803290.00,9715967.00,0.0,31.09,15.54,8.70,8.70,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
537,803290.00,9716287.00,0.0,32.99,16.50,1.01,1.01,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
538,803291.00,9716031.00,0.0,38.47,19.23,5.50,5.50,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
539,803291.00,9716066.00,0.0,30.63,15.32,3.57,3.57,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
540,803292.00,9715984.00,0.0,30.72,15.36,6.49,6.49,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
541,803297.00,9716001.00,0.0,32.73,16.37,4.10,4.10,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
542,803297.00,9716083.00,0.0,32.11,16.06,4.39,4.39,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
543,803298.00,9716170.00,0.0,30.07,15.03,5.24,5.24,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
544,803300.00,9716137.00,0.0,30.20,15.10,5.23,5.23,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
545,803301.00,9715942.00,0.0,30.14,15.07,4.50,4.50,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
546,803303.00,9716304.00,0.0,32.22,16.11,2.83,2.83,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
547,803305.00,9715956.00,0.0,33.12,16.56,3.52,3.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
548,803305.00,9716289.00,0.0,30.86,15.43,2.55,2.55,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
549,803306.00,9715993.00,0.0,32.09,16.05,6.46,6.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
550,803306.00,9716035.00,0.0,30.80,15.40,6.79,6.79,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
551,803311.00,9715899.00,0.0,33.98,16.99,7.17,7.17,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
552,803313.00,9716297.00,0.0,30.99,15.49,6.44,6.44,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
553,803316.00,9716200.00,0.0,34.68,17.34,4.01,4.01,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
554,803319.00,9716278.00,0.0,31.48,15.74,3.82,3.82,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
555,803324.00,9716130.00,0.0,30.40,15.20,5.32,5.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
556,803324.00,9716305.00,0.0,32.61,16.30,2.97,2.97,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
557,803325.00,9716071.00,0.0,30.14,15.07,4.15,4.15,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
558,803328.00,9715902.00,0.0,31.30,15.65,2.12,2.12,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
559,803328.00,9716000.00,0.0,32.33,16.17,3.73,3.73,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
560,803328.00,9716036.00,0.0,34.42,17.21,6.38,6.38,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
561,803331.00,9716015.00,0.0,30.15,15.08,2.99,2.99,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
562,803332.00,9716050.00,0.0,30.84,15.42,5.28,5.28,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
563,803334.00,9716317.00,0.0,30.28,15.14,9.38,9.38,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
564,803335.00,9716124.00,0.0,31.88,15.94,2.83,2.83,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
565,803341.00,9715990.00,0.0,39.07,19.54,5.32,5.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
566,803342.00,9715948.00,0.0,31.61,15.80,9.70,9.70,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
567,803352.00,9716337.00,0.0,31.53,15.76,8.06,8.06,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
568,803355.00,9716143.00,0.0,33.53,16.77,5.82,5.82,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
569,803355.00,9716323.00,0.0,32.22,16.11,8.35,8.35,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
570,803356.00,9716239.00,0.0,30.92,15.46,5.66,5.66,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
571,803356.00,9716346.00,0.0,30.91,15.45,7.24,7.24,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
572,803357.00,9715990.00,0.0,35.61,17.81,7.32,7.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
573,803359.00,9716218.00,0.0,30.64,15.32,4.09,4.09,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
574,803360.00,9715960.00,0.0,33.62,16.81,2.40,2.40,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
575,803361.00,9715946.00,0.0,32.27,16.13,4.82,4.82,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
576,803361.00,9716303.00,0.0,32.83,16.41,4.16,4.16,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
577,803370.00,9716359.00,0.0,38.42,19.21,1.61,1.61,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
578,803375.00,9716195.00,0.0,34.07,17.04,5.81,5.81,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
579,803381.00,9716095.00,0.0,30.28,15.14,6.74,6.74,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
580,803383.00,9716323.00,0.0,35.01,17.50,5.79,5.79,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
581,803385.00,9716063.00,0.0,33.00,16.50,3.89,3.89,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
582,803387.00,9716381.00,0.0,35.18,17.59,6.19,6.19,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
583,803390.00,9716116.00,0.0,31.95,15.97,3.51,3.51,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
584,803391.00,9715981.00,0.0,31.11,15.55,4.41,4.41,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
585,803393.00,9715989.00,0.0,31.38,15.69,7.42,7.42,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
586,803393.00,9716079.00,0.0,37.47,18.74,4.18,4.18,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
587,803395.00,9716368.00,0.0,30.46,15.23,4.75,4.75,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
588,803397.00,9716134.00,0.0,30.87,15.43,6.42,6.42,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
589,803397.00,9716172.00,0.0,30.61,15.31,6.10,6.10,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
590,803397.00,9716386.00,0.0,30.02,15.01,5.57,5.57,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
591,803399.00,9716288.00,0.0,35.59,17.79,5.46,5.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
592,803403.00,9716105.00,0.0,35.57,17.78,5.93,5.93,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
593,803404.00,9716017.00,0.0,35.08,17.54,3.83,3.83,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
594,803405.00,9716378.00,0.0,31.26,15.63,6.55,6.55,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
595,803411.00,9716334.00,0.0,30.30,15.15,6.14,6.14,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
