Tree no.,X,Y,Elevation,Height,Ht to crown base,Ave radius * 2,Ave radius * 2,Rotation,Red,Green,Blue,CanopySurface
567,799591.00,9712299.00,0.0,33.23,16.62,5.00,5.00,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
568,799591.00,9712458.00,0.0,33.77,16.89,1.59,1.59,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
569,799593.00,9712119.00,0.0,31.76,15.88,4.19,4.19,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
570,799593.00,9712327.00,0.0,30.81,15.40,3.33,3.33,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
571,799595.00,9712077.00,0.0,30.41,15.20,8.57,8.57,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
572,799598.00,9712445.00,0.0,33.46,16.73,6.65,6.65,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
573,799599.00,9712040.00,0.0,30.11,15.06,4.35,4.35,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
574,799599.00,9712274.00,0.0,33.13,16.57,9.04,9.04,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
575,799600.00,9712317.00,0.0,33.21,16.60,5.69,5.69,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
576,799600.00,9712460.00,0.0,34.45,17.23,2.49,2.49,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
577,799606.00,9712433.00,0.0,31.82,15.91,4.65,4.65,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
578,799608.00,9712339.00,0.0,30.70,15.35,5.96,5.96,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
579,799609.00,9712219.00,0.0,31.31,15.66,5.86,5.86,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
580,799611.00,9712456.00,0.0,33.30,16.65,10.89,10.89,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
581,799612.00,9712192.00,0.0,30.20,15.10,4.47,4.47,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
582,799612.00,9712266.00,0.0,30.38,15.19,6.58,6.58,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
583,799614.00,9712374.00,0.0,30.87,15.43,4.26,4.26,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
584,799619.00,9712312.00,0.0,30.11,15.05,6.26,6.26,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
585,799621.00,9712110.00,0.0,31.34,15.67,3.39,3.39,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
586,799622.00,9712326.00,0.0,32.40,16.20,4.82,4.82,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
587,799623.00,9712349.00,0.0,33.95,16.98,6.22,6.22,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
588,799624.00,9712436.00,0.0,31.69,15.84,6.46,6.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
589,799625.00,9712168.00,0.0,33.09,16.55,4.79,4.79,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
590,799631.00,9712447.00,0.0,31.41,15.70,7.86,7.86,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
591,799633.00,9712220.00,0.0,32.18,16.09,4.53,4.53,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
592,799638.00,9712213.00,0.0,31.51,15.76,5.65,5.65,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
593,799639.00,9712345.00,0.0,45.50,22.75,4.33,4.33,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
594,799640.00,9712306.00,0.0,30.79,15.40,6.83,6.83,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
595,799641.00,9712081.00,0.0,32.60,16.30,3.04,3.04,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
596,799645.00,9712493.00,0.0,32.24,16.12,6.10,6.10,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
597,799646.00,9712376.00,0.0,34.96,17.48,4.14,4.14,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
598,799648.00,9712401.00,0.0,36.73,18.37,8.34,8.34,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
599,799649.00,9712423.00,0.0,35.79,17.89,5.88,5.88,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
600,799650.00,9712217.00,0.0,32.26,16.13,3.17,3.17,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
601,799650.00,9712290.00,0.0,31.82,15.91,7.64,7.64,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
602,799651.00,9712195.00,0.0,35.72,17.86,4.75,4.75,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
603,799653.00,9712233.00,0.0,33.15,16.57,7.99,7.99,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
604,799653.00,9712261.00,0.0,31.44,15.72,4.24,4.24,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
605,799658.00,9712328.00,0.0,33.05,16.52,10.05,10.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
606,799659.00,9712391.00,0.0,32.77,16.38,3.99,3.99,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
607,799664.00,9712134.00,0.0,30.18,15.09,5.75,5.75,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
608,799664.00,9712238.00,0.0,33.23,16.62,6.63,6.63,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
609,799664.00,9712271.00,0.0,30.31,15.15,7.55,7.55,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
610,799667.00,9712257.00,0.0,31.99,16.00,7.57,7.57,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
611,799672.00,9712172.00,0.0,30.49,15.24,5.31,5.31,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
612,799673.00,9712292.00,0.0,31.94,15.97,5.88,5.88,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
613,799673.00,9712402.00,0.0,31.65,15.82,8.00,8.00,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
614,799676.00,9712349.00,0.0,30.11,15.06,4.51,4.51,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
615,799676.00,9712456.00,0.0,30.83,15.42,5.12,5.12,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
616,799679.00,9712259.00,0.0,32.55,16.27,4.84,4.84,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
617,799682.00,9712211.00,0.0,30.72,15.36,5.81,5.81,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
618,799682.00,9712417.00,0.0,31.67,15.83,4.05,4.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
619,799685.00,9712366.00,0.0,39.41,19.70,8.05,8.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
620,799686.00,9712389.00,0.0,35.68,17.84,6.20,6.20,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
621,799687.00,9712462.00,0.0,30.30,15.15,6.38,6.38,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
622,799688.00,9712287.00,0.0,30.01,15.01,2.65,2.65,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
623,799688.00,9712308.00,0.0,32.23,16.12,7.60,7.60,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
624,799689.00,9712275.00,0.0,33.78,16.89,5.68,5.68,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
625,799690.00,9712157.00,0.0,31.69,15.85,4.71,4.71,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
626,799693.00,9712258.00,0.0,32.84,16.42,4.39,4.39,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
627,799694.00,9712360.00,0.0,31.59,15.80,7.55,7.55,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
628,799695.00,9712401.00,0.0,31.19,15.60,5.44,5.44,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
629,799696.00,9712558.00,0.0,30.51,15.26,4.69,4.69,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
630,799697.00,9712213.00,0.0,35.22,17.61,8.11,8.11,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
631,799697.00,9712449.00,0.0,32.65,16.33,4.17,4.17,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
632,799698.00,9712236.00,0.0,34.33,17.16,5.99,5.99,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
633,799698.00,9712486.00,0.0,34.13,17.06,10.02,10.02,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
634,799701.00,9712408.00,0.0,31.14,15.57,3.66,3.66,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
635,799702.00,9712315.00,0.0,32.38,16.19,5.99,5.99,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
636,799702.00,9712389.00,0.0,31.72,15.86,6.27,6.27,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
637,799707.00,9712415.00,0.0,30.83,15.42,6.41,6.41,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
638,799708.00,9712356.00,0.0,33.50,16.75,5.83,5.83,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
639,799710.00,9712530.00,0.0,32.52,16.26,4.68,4.68,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
640,799710.00,9712573.00,0.0,39.78,19.89,4.84,4.84,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
641,799712.00,9712395.00,0.0,32.33,16.17,7.34,7.34,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
642,799712.00,9712428.00,0.0,31.16,15.58,3.66,3.66,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
643,799712.00,9712445.00,0.0,32.53,16.27,5.10,5.10,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
644,799714.00,9712270.00,0.0,31.86,15.93,6.60,6.60,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
645,799714.00,9712552.00,0.0,30.38,15.19,7.58,7.58,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
646,799716.00,9712586.00,0.0,41.18,20.59,4.76,4.76,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
647,799717.00,9712468.00,0.0,31.25,15.62,5.03,5.03,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
648,799717.00,9712521.00,0.0,32.81,16.41,5.82,5.82,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
649,799718.00,9712510.00,0.0,56.90,28.45,1.75,1.75,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
650,799721.00,9712207.00,0.0,33.29,16.64,5.55,5.55,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
651,799722.00,9712367.00,0.0,36.69,18.35,4.87,4.87,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
652,799722.00,9712503.00,0.0,35.07,17.54,3.42,3.42,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
653,799724.00,9712298.00,0.0,30.37,15.18,4.88,4.88,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
654,799724.00,9712461.00,0.0,31.59,15.80,5.10,5.10,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
655,799725.00,9712351.00,0.0,37.54,18.77,4.83,4.83,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
656,799726.00,9712397.00,0.0,32.96,16.48,5.19,5.19,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
657,799730.00,9712338.00,0.0,32.44,16.22,5.85,5.85,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
658,799731.00,9712554.00,0.0,32.32,16.16,3.88,3.88,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
659,799731.00,9712593.00,0.0,34.64,17.32,6.21,6.21,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
660,799733.00,9712283.00,0.0,35.03,17.51,3.62,3.62,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
661,799734.00,9712418.00,0.0,30.87,15.44,4.50,4.50,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
662,799735.00,9712384.00,0.0,32.16,16.08,8.19,8.19,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
663,799738.00,9712490.00,0.0,32.54,16.27,6.88,6.88,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
664,799739.00,9712325.00,0.0,30.52,15.26,2.48,2.48,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
665,799739.00,9712577.00,0.0,32.07,16.03,7.03,7.03,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
666,799742.00,9712454.00,0.0,31.41,15.71,6.43,6.43,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
667,799742.00,9712539.00,0.0,30.81,15.41,6.84,6.84,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
668,799744.00,9712398.00,0.0,33.02,16.51,4.57,4.57,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
669,799745.00,9712429.00,0.0,32.75,16.38,3.86,3.86,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
670,799747.00,9712478.00,0.0,30.66,15.33,7.04,7.04,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
671,799748.00,9712417.00,0.0,32.47,16.24,7.16,7.16,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
672,799752.00,9712219.00,0.0,31.83,15.91,7.92,7.92,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
673,799753.00,9712405.00,0.0,35.31,17.66,5.84,5.84,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
674,799756.00,9712476.00,0.0,31.49,15.75,6.57,6.57,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
675,799766.00,9712364.00,0.0,35.18,17.59,4.84,4.84,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
676,799767.00,9712440.00,0.0,30.26,15.13,6.12,6.12,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
677,799768.00,9712599.00,0.0,31.65,15.83,4.64,4.64,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
678,799768.00,9712627.00,0.0,31.45,15.72,4.46,4.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
679,799775.00,9712538.00,0.0,30.15,15.07,6.05,6.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
680,799775.00,9712642.00,0.0,30.53,15.26,3.29,3.29,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
681,799776.00,9712326.00,0.0,38.37,19.19,6.30,6.30,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
682,799778.00,9712495.00,0.0,30.21,15.10,5.94,5.94,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
683,799780.00,9712263.00,0.0,30.25,15.12,4.58,4.58,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
684,799781.00,9712363.00,0.0,31.60,15.80,7.83,7.83,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
685,799782.00,9712310.00,0.0,32.26,16.13,6.94,6.94,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
686,799783.00,9712465.00,0.0,30.23,15.11,6.73,6.73,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
687,799786.00,9712614.00,0.0,33.74,16.87,8.92,8.92,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
688,799787.00,9712438.00,0.0,30.53,15.26,7.34,7.34,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
689,799789.00,9712542.00,0.0,32.53,16.27,5.44,5.44,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
690,799792.00,9712236.00,0.0,31.41,15.71,1.83,1.83,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
691,799792.00,9712503.00,0.0,32.99,16.50,6.70,6.70,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
692,799793.00,9712320.00,0.0,30.72,15.36,7.05,7.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
693,799793.00,9712333.00,0.0,33.88,16.94,7.97,7.97,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
694,799796.00,9712247.00,0.0,31.80,15.90,2.69,2.69,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
695,799805.00,9712364.00,0.0,34.15,17.08,4.77,4.77,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
696,799806.00,9712500.00,0.0,34.80,17.40,3.02,3.02,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
697,799809.00,9712337.00,0.0,33.27,16.64,5.15,5.15,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
698,799812.00,9712456.00,0.0,32.33,16.16,8.47,8.47,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
699,799812.00,9712534.00,0.0,33.19,16.59,5.84,5.84,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
700,799814.00,9712400.00,0.0,30.76,15.38,5.35,5.35,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
701,799817.00,9712672.00,0.0,31.43,15.72,7.79,7.79,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
702,799818.00,9712614.00,0.0,31.09,15.54,7.23,7.23,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
703,799819.00,9712476.00,0.0,34.44,17.22,4.62,4.62,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
704,799819.00,9712549.00,0.0,31.26,15.63,4.08,4.08,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
705,799820.00,9712593.00,0.0,30.92,15.46,7.49,7.49,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
706,799823.00,9712363.00,0.0,31.70,15.85,7.45,7.45,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
707,799824.00,9712336.00,0.0,30.65,15.32,5.63,5.63,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
708,799826.00,9712638.00,0.0,30.83,15.41,2.29,2.29,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
709,799827.00,9712454.00,0.0,32.76,16.38,5.54,5.54,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
710,799834.00,9712377.00,0.0,30.72,15.36,2.73,2.73,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
711,799835.00,9712486.00,0.0,35.83,17.91,5.67,5.67,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
712,799838.00,9712351.00,0.0,32.90,16.45,7.54,7.54,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
713,799841.00,9712337.00,0.0,32.65,16.32,4.44,4.44,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
714,799844.00,9712692.00,0.0,32.48,16.24,3.17,3.17,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
715,799845.00,9712532.00,0.0,32.99,16.50,3.85,3.85,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
716,799847.00,9712585.00,0.0,30.72,15.36,5.72,5.72,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
717,799847.00,9712605.00,0.0,37.21,18.60,10.96,10.96,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
